sample_id,group_id,role,split_id,profile_id,trajectory_id,scenario_id,context_start_s,context_end_s,observed_path,observed_sha256,oracle_opened_for_representation
g1_state_space__train_profile_013__trajectory_082__seed_100082__clean_asynchronous::context_060.000,train_profile_013,train,train,train_profile_013,g1_state_space__train_profile_013__trajectory_082__seed_100082,clean_asynchronous,60.0,90.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_013/g1_state_space__train_profile_013__trajectory_082__seed_100082/clean_asynchronous/raw_dual_stream.npz,7277a130a0eabb8e126f4cb6afd03842f14af2f2fc6c772764e7e05cd4aaba3e,False
g1_state_space__train_profile_013__trajectory_082__seed_100082__clean_asynchronous::context_090.000,train_profile_013,train,train,train_profile_013,g1_state_space__train_profile_013__trajectory_082__seed_100082,clean_asynchronous,90.0,120.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_013/g1_state_space__train_profile_013__trajectory_082__seed_100082/clean_asynchronous/raw_dual_stream.npz,7277a130a0eabb8e126f4cb6afd03842f14af2f2fc6c772764e7e05cd4aaba3e,False
g1_state_space__train_profile_013__trajectory_082__seed_100082__clean_asynchronous::context_120.000,train_profile_013,train,train,train_profile_013,g1_state_space__train_profile_013__trajectory_082__seed_100082,clean_asynchronous,120.0,150.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_013/g1_state_space__train_profile_013__trajectory_082__seed_100082/clean_asynchronous/raw_dual_stream.npz,7277a130a0eabb8e126f4cb6afd03842f14af2f2fc6c772764e7e05cd4aaba3e,False
g1_state_space__train_profile_013__trajectory_083__seed_100083__clean_asynchronous::context_030.000,train_profile_013,train,train,train_profile_013,g1_state_space__train_profile_013__trajectory_083__seed_100083,clean_asynchronous,30.0,60.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_013/g1_state_space__train_profile_013__trajectory_083__seed_100083/clean_asynchronous/raw_dual_stream.npz,85b4c27c97681fbd68ce0aa5cee0be4ff7c35c0cb12c2b44f2e962c41a1931f5,False
g1_state_space__train_profile_013__trajectory_083__seed_100083__clean_asynchronous::context_060.000,train_profile_013,train,train,train_profile_013,g1_state_space__train_profile_013__trajectory_083__seed_100083,clean_asynchronous,60.0,90.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_013/g1_state_space__train_profile_013__trajectory_083__seed_100083/clean_asynchronous/raw_dual_stream.npz,85b4c27c97681fbd68ce0aa5cee0be4ff7c35c0cb12c2b44f2e962c41a1931f5,False
g1_state_space__train_profile_013__trajectory_083__seed_100083__clean_asynchronous::context_090.000,train_profile_013,train,train,train_profile_013,g1_state_space__train_profile_013__trajectory_083__seed_100083,clean_asynchronous,90.0,120.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_013/g1_state_space__train_profile_013__trajectory_083__seed_100083/clean_asynchronous/raw_dual_stream.npz,85b4c27c97681fbd68ce0aa5cee0be4ff7c35c0cb12c2b44f2e962c41a1931f5,False
g1_state_space__train_profile_013__trajectory_083__seed_100083__clean_asynchronous::context_120.000,train_profile_013,train,train,train_profile_013,g1_state_space__train_profile_013__trajectory_083__seed_100083,clean_asynchronous,120.0,150.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_013/g1_state_space__train_profile_013__trajectory_083__seed_100083/clean_asynchronous/raw_dual_stream.npz,85b4c27c97681fbd68ce0aa5cee0be4ff7c35c0cb12c2b44f2e962c41a1931f5,False
g1_state_space__train_profile_014__trajectory_084__seed_100084__clean_asynchronous::context_030.000,train_profile_014,train,train,train_profile_014,g1_state_space__train_profile_014__trajectory_084__seed_100084,clean_asynchronous,30.0,60.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_014/g1_state_space__train_profile_014__trajectory_084__seed_100084/clean_asynchronous/raw_dual_stream.npz,281dc9e3e9ee6710df2e8a0bc0b3201e8e96667401be301d8b3b2d51627f76c0,False
g1_state_space__train_profile_014__trajectory_084__seed_100084__clean_asynchronous::context_060.000,train_profile_014,train,train,train_profile_014,g1_state_space__train_profile_014__trajectory_084__seed_100084,clean_asynchronous,60.0,90.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_014/g1_state_space__train_profile_014__trajectory_084__seed_100084/clean_asynchronous/raw_dual_stream.npz,281dc9e3e9ee6710df2e8a0bc0b3201e8e96667401be301d8b3b2d51627f76c0,False
g1_state_space__train_profile_014__trajectory_084__seed_100084__clean_asynchronous::context_090.000,train_profile_014,train,train,train_profile_014,g1_state_space__train_profile_014__trajectory_084__seed_100084,clean_asynchronous,90.0,120.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_014/g1_state_space__train_profile_014__trajectory_084__seed_100084/clean_asynchronous/raw_dual_stream.npz,281dc9e3e9ee6710df2e8a0bc0b3201e8e96667401be301d8b3b2d51627f76c0,False
g1_state_space__train_profile_014__trajectory_084__seed_100084__clean_asynchronous::context_120.000,train_profile_014,train,train,train_profile_014,g1_state_space__train_profile_014__trajectory_084__seed_100084,clean_asynchronous,120.0,150.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_014/g1_state_space__train_profile_014__trajectory_084__seed_100084/clean_asynchronous/raw_dual_stream.npz,281dc9e3e9ee6710df2e8a0bc0b3201e8e96667401be301d8b3b2d51627f76c0,False
g1_state_space__train_profile_014__trajectory_085__seed_100085__clean_asynchronous::context_030.000,train_profile_014,train,train,train_profile_014,g1_state_space__train_profile_014__trajectory_085__seed_100085,clean_asynchronous,30.0,60.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_014/g1_state_space__train_profile_014__trajectory_085__seed_100085/clean_asynchronous/raw_dual_stream.npz,8695ff35f3d8bc7caa1239160ac239af39dd635893e3258517878926a80042ec,False
g1_state_space__train_profile_014__trajectory_085__seed_100085__clean_asynchronous::context_060.000,train_profile_014,train,train,train_profile_014,g1_state_space__train_profile_014__trajectory_085__seed_100085,clean_asynchronous,60.0,90.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_014/g1_state_space__train_profile_014__trajectory_085__seed_100085/clean_asynchronous/raw_dual_stream.npz,8695ff35f3d8bc7caa1239160ac239af39dd635893e3258517878926a80042ec,False
g1_state_space__train_profile_014__trajectory_085__seed_100085__clean_asynchronous::context_090.000,train_profile_014,train,train,train_profile_014,g1_state_space__train_profile_014__trajectory_085__seed_100085,clean_asynchronous,90.0,120.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_014/g1_state_space__train_profile_014__trajectory_085__seed_100085/clean_asynchronous/raw_dual_stream.npz,8695ff35f3d8bc7caa1239160ac239af39dd635893e3258517878926a80042ec,False
g1_state_space__train_profile_014__trajectory_085__seed_100085__clean_asynchronous::context_120.000,train_profile_014,train,train,train_profile_014,g1_state_space__train_profile_014__trajectory_085__seed_100085,clean_asynchronous,120.0,150.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_014/g1_state_space__train_profile_014__trajectory_085__seed_100085/clean_asynchronous/raw_dual_stream.npz,8695ff35f3d8bc7caa1239160ac239af39dd635893e3258517878926a80042ec,False
g1_state_space__train_profile_014__trajectory_086__seed_100086__clean_asynchronous::context_030.000,train_profile_014,train,train,train_profile_014,g1_state_space__train_profile_014__trajectory_086__seed_100086,clean_asynchronous,30.0,60.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_014/g1_state_space__train_profile_014__trajectory_086__seed_100086/clean_asynchronous/raw_dual_stream.npz,3419c8f103d2890da2f5c875c0837fd18dc353e8feead8e125fda5443d98a95e,False
g1_state_space__train_profile_014__trajectory_086__seed_100086__clean_asynchronous::context_060.000,train_profile_014,train,train,train_profile_014,g1_state_space__train_profile_014__trajectory_086__seed_100086,clean_asynchronous,60.0,90.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_014/g1_state_space__train_profile_014__trajectory_086__seed_100086/clean_asynchronous/raw_dual_stream.npz,3419c8f103d2890da2f5c875c0837fd18dc353e8feead8e125fda5443d98a95e,False
g1_state_space__train_profile_014__trajectory_086__seed_100086__clean_asynchronous::context_090.000,train_profile_014,train,train,train_profile_014,g1_state_space__train_profile_014__trajectory_086__seed_100086,clean_asynchronous,90.0,120.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_014/g1_state_space__train_profile_014__trajectory_086__seed_100086/clean_asynchronous/raw_dual_stream.npz,3419c8f103d2890da2f5c875c0837fd18dc353e8feead8e125fda5443d98a95e,False
g1_state_space__train_profile_014__trajectory_086__seed_100086__clean_asynchronous::context_120.000,train_profile_014,train,train,train_profile_014,g1_state_space__train_profile_014__trajectory_086__seed_100086,clean_asynchronous,120.0,150.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_014/g1_state_space__train_profile_014__trajectory_086__seed_100086/clean_asynchronous/raw_dual_stream.npz,3419c8f103d2890da2f5c875c0837fd18dc353e8feead8e125fda5443d98a95e,False
g1_state_space__train_profile_014__trajectory_087__seed_100087__clean_asynchronous::context_030.000,train_profile_014,train,train,train_profile_014,g1_state_space__train_profile_014__trajectory_087__seed_100087,clean_asynchronous,30.0,60.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_014/g1_state_space__train_profile_014__trajectory_087__seed_100087/clean_asynchronous/raw_dual_stream.npz,3d00e13d055b182e8d58725bb5f3e26564bc0197de58f25dc783d16aea1c2554,False
g1_state_space__train_profile_014__trajectory_087__seed_100087__clean_asynchronous::context_060.000,train_profile_014,train,train,train_profile_014,g1_state_space__train_profile_014__trajectory_087__seed_100087,clean_asynchronous,60.0,90.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_014/g1_state_space__train_profile_014__trajectory_087__seed_100087/clean_asynchronous/raw_dual_stream.npz,3d00e13d055b182e8d58725bb5f3e26564bc0197de58f25dc783d16aea1c2554,False
g1_state_space__train_profile_014__trajectory_087__seed_100087__clean_asynchronous::context_090.000,train_profile_014,train,train,train_profile_014,g1_state_space__train_profile_014__trajectory_087__seed_100087,clean_asynchronous,90.0,120.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_014/g1_state_space__train_profile_014__trajectory_087__seed_100087/clean_asynchronous/raw_dual_stream.npz,3d00e13d055b182e8d58725bb5f3e26564bc0197de58f25dc783d16aea1c2554,False
g1_state_space__train_profile_014__trajectory_087__seed_100087__clean_asynchronous::context_120.000,train_profile_014,train,train,train_profile_014,g1_state_space__train_profile_014__trajectory_087__seed_100087,clean_asynchronous,120.0,150.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_014/g1_state_space__train_profile_014__trajectory_087__seed_100087/clean_asynchronous/raw_dual_stream.npz,3d00e13d055b182e8d58725bb5f3e26564bc0197de58f25dc783d16aea1c2554,False
g1_state_space__train_profile_014__trajectory_088__seed_100088__clean_asynchronous::context_030.000,train_profile_014,train,train,train_profile_014,g1_state_space__train_profile_014__trajectory_088__seed_100088,clean_asynchronous,30.0,60.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_014/g1_state_space__train_profile_014__trajectory_088__seed_100088/clean_asynchronous/raw_dual_stream.npz,21a9c79fbf8eec6fe545789bb5fece4f9f33e4551843b3f5f71f3d1049021d7b,False
g1_state_space__train_profile_014__trajectory_088__seed_100088__clean_asynchronous::context_060.000,train_profile_014,train,train,train_profile_014,g1_state_space__train_profile_014__trajectory_088__seed_100088,clean_asynchronous,60.0,90.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_014/g1_state_space__train_profile_014__trajectory_088__seed_100088/clean_asynchronous/raw_dual_stream.npz,21a9c79fbf8eec6fe545789bb5fece4f9f33e4551843b3f5f71f3d1049021d7b,False
g1_state_space__train_profile_014__trajectory_088__seed_100088__clean_asynchronous::context_090.000,train_profile_014,train,train,train_profile_014,g1_state_space__train_profile_014__trajectory_088__seed_100088,clean_asynchronous,90.0,120.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_014/g1_state_space__train_profile_014__trajectory_088__seed_100088/clean_asynchronous/raw_dual_stream.npz,21a9c79fbf8eec6fe545789bb5fece4f9f33e4551843b3f5f71f3d1049021d7b,False
g1_state_space__train_profile_014__trajectory_088__seed_100088__clean_asynchronous::context_120.000,train_profile_014,train,train,train_profile_014,g1_state_space__train_profile_014__trajectory_088__seed_100088,clean_asynchronous,120.0,150.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_014/g1_state_space__train_profile_014__trajectory_088__seed_100088/clean_asynchronous/raw_dual_stream.npz,21a9c79fbf8eec6fe545789bb5fece4f9f33e4551843b3f5f71f3d1049021d7b,False
g1_state_space__train_profile_014__trajectory_089__seed_100089__clean_asynchronous::context_030.000,train_profile_014,train,train,train_profile_014,g1_state_space__train_profile_014__trajectory_089__seed_100089,clean_asynchronous,30.0,60.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_014/g1_state_space__train_profile_014__trajectory_089__seed_100089/clean_asynchronous/raw_dual_stream.npz,7498536f176d18a02a441d9566d6ad3894e2772595be8f808eedf0525249bba3,False
g1_state_space__train_profile_014__trajectory_089__seed_100089__clean_asynchronous::context_060.000,train_profile_014,train,train,train_profile_014,g1_state_space__train_profile_014__trajectory_089__seed_100089,clean_asynchronous,60.0,90.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_014/g1_state_space__train_profile_014__trajectory_089__seed_100089/clean_asynchronous/raw_dual_stream.npz,7498536f176d18a02a441d9566d6ad3894e2772595be8f808eedf0525249bba3,False
g1_state_space__train_profile_014__trajectory_089__seed_100089__clean_asynchronous::context_090.000,train_profile_014,train,train,train_profile_014,g1_state_space__train_profile_014__trajectory_089__seed_100089,clean_asynchronous,90.0,120.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_014/g1_state_space__train_profile_014__trajectory_089__seed_100089/clean_asynchronous/raw_dual_stream.npz,7498536f176d18a02a441d9566d6ad3894e2772595be8f808eedf0525249bba3,False
g1_state_space__train_profile_014__trajectory_089__seed_100089__clean_asynchronous::context_120.000,train_profile_014,train,train,train_profile_014,g1_state_space__train_profile_014__trajectory_089__seed_100089,clean_asynchronous,120.0,150.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_014/g1_state_space__train_profile_014__trajectory_089__seed_100089/clean_asynchronous/raw_dual_stream.npz,7498536f176d18a02a441d9566d6ad3894e2772595be8f808eedf0525249bba3,False
g1_state_space__train_profile_015__trajectory_090__seed_100090__clean_asynchronous::context_030.000,train_profile_015,train,train,train_profile_015,g1_state_space__train_profile_015__trajectory_090__seed_100090,clean_asynchronous,30.0,60.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_015/g1_state_space__train_profile_015__trajectory_090__seed_100090/clean_asynchronous/raw_dual_stream.npz,e875c5518a66b50f64f02b2c26e1a88de4dc8d050424872c97a049a9b3a65279,False
g1_state_space__train_profile_015__trajectory_090__seed_100090__clean_asynchronous::context_060.000,train_profile_015,train,train,train_profile_015,g1_state_space__train_profile_015__trajectory_090__seed_100090,clean_asynchronous,60.0,90.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_015/g1_state_space__train_profile_015__trajectory_090__seed_100090/clean_asynchronous/raw_dual_stream.npz,e875c5518a66b50f64f02b2c26e1a88de4dc8d050424872c97a049a9b3a65279,False
g1_state_space__train_profile_015__trajectory_090__seed_100090__clean_asynchronous::context_090.000,train_profile_015,train,train,train_profile_015,g1_state_space__train_profile_015__trajectory_090__seed_100090,clean_asynchronous,90.0,120.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_015/g1_state_space__train_profile_015__trajectory_090__seed_100090/clean_asynchronous/raw_dual_stream.npz,e875c5518a66b50f64f02b2c26e1a88de4dc8d050424872c97a049a9b3a65279,False
g1_state_space__train_profile_015__trajectory_090__seed_100090__clean_asynchronous::context_120.000,train_profile_015,train,train,train_profile_015,g1_state_space__train_profile_015__trajectory_090__seed_100090,clean_asynchronous,120.0,150.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_015/g1_state_space__train_profile_015__trajectory_090__seed_100090/clean_asynchronous/raw_dual_stream.npz,e875c5518a66b50f64f02b2c26e1a88de4dc8d050424872c97a049a9b3a65279,False
g1_state_space__train_profile_015__trajectory_091__seed_100091__clean_asynchronous::context_030.000,train_profile_015,train,train,train_profile_015,g1_state_space__train_profile_015__trajectory_091__seed_100091,clean_asynchronous,30.0,60.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_015/g1_state_space__train_profile_015__trajectory_091__seed_100091/clean_asynchronous/raw_dual_stream.npz,726b33ab5af7e82c202e0e8cec5e5e12860392cb370dacbe3245c8a02d5b8cc6,False
g1_state_space__train_profile_015__trajectory_091__seed_100091__clean_asynchronous::context_060.000,train_profile_015,train,train,train_profile_015,g1_state_space__train_profile_015__trajectory_091__seed_100091,clean_asynchronous,60.0,90.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_015/g1_state_space__train_profile_015__trajectory_091__seed_100091/clean_asynchronous/raw_dual_stream.npz,726b33ab5af7e82c202e0e8cec5e5e12860392cb370dacbe3245c8a02d5b8cc6,False
g1_state_space__train_profile_015__trajectory_091__seed_100091__clean_asynchronous::context_090.000,train_profile_015,train,train,train_profile_015,g1_state_space__train_profile_015__trajectory_091__seed_100091,clean_asynchronous,90.0,120.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_015/g1_state_space__train_profile_015__trajectory_091__seed_100091/clean_asynchronous/raw_dual_stream.npz,726b33ab5af7e82c202e0e8cec5e5e12860392cb370dacbe3245c8a02d5b8cc6,False
g1_state_space__train_profile_015__trajectory_091__seed_100091__clean_asynchronous::context_120.000,train_profile_015,train,train,train_profile_015,g1_state_space__train_profile_015__trajectory_091__seed_100091,clean_asynchronous,120.0,150.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_015/g1_state_space__train_profile_015__trajectory_091__seed_100091/clean_asynchronous/raw_dual_stream.npz,726b33ab5af7e82c202e0e8cec5e5e12860392cb370dacbe3245c8a02d5b8cc6,False
g1_state_space__train_profile_015__trajectory_092__seed_100092__clean_asynchronous::context_030.000,train_profile_015,train,train,train_profile_015,g1_state_space__train_profile_015__trajectory_092__seed_100092,clean_asynchronous,30.0,60.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_015/g1_state_space__train_profile_015__trajectory_092__seed_100092/clean_asynchronous/raw_dual_stream.npz,ee519feee9bfe66d7dfe5ad343a7bec67384b854ba0c3fa96cda018e67e223f1,False
g1_state_space__train_profile_015__trajectory_092__seed_100092__clean_asynchronous::context_060.000,train_profile_015,train,train,train_profile_015,g1_state_space__train_profile_015__trajectory_092__seed_100092,clean_asynchronous,60.0,90.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_015/g1_state_space__train_profile_015__trajectory_092__seed_100092/clean_asynchronous/raw_dual_stream.npz,ee519feee9bfe66d7dfe5ad343a7bec67384b854ba0c3fa96cda018e67e223f1,False
g1_state_space__train_profile_015__trajectory_092__seed_100092__clean_asynchronous::context_090.000,train_profile_015,train,train,train_profile_015,g1_state_space__train_profile_015__trajectory_092__seed_100092,clean_asynchronous,90.0,120.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_015/g1_state_space__train_profile_015__trajectory_092__seed_100092/clean_asynchronous/raw_dual_stream.npz,ee519feee9bfe66d7dfe5ad343a7bec67384b854ba0c3fa96cda018e67e223f1,False
g1_state_space__train_profile_015__trajectory_092__seed_100092__clean_asynchronous::context_120.000,train_profile_015,train,train,train_profile_015,g1_state_space__train_profile_015__trajectory_092__seed_100092,clean_asynchronous,120.0,150.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_015/g1_state_space__train_profile_015__trajectory_092__seed_100092/clean_asynchronous/raw_dual_stream.npz,ee519feee9bfe66d7dfe5ad343a7bec67384b854ba0c3fa96cda018e67e223f1,False
g1_state_space__train_profile_015__trajectory_093__seed_100093__clean_asynchronous::context_030.000,train_profile_015,train,train,train_profile_015,g1_state_space__train_profile_015__trajectory_093__seed_100093,clean_asynchronous,30.0,60.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_015/g1_state_space__train_profile_015__trajectory_093__seed_100093/clean_asynchronous/raw_dual_stream.npz,194e955e22740f969fb7caa6fe4fb1f45f76381d8b213088f238d567c6525bd2,False
g1_state_space__train_profile_015__trajectory_093__seed_100093__clean_asynchronous::context_060.000,train_profile_015,train,train,train_profile_015,g1_state_space__train_profile_015__trajectory_093__seed_100093,clean_asynchronous,60.0,90.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_015/g1_state_space__train_profile_015__trajectory_093__seed_100093/clean_asynchronous/raw_dual_stream.npz,194e955e22740f969fb7caa6fe4fb1f45f76381d8b213088f238d567c6525bd2,False
g1_state_space__train_profile_015__trajectory_093__seed_100093__clean_asynchronous::context_090.000,train_profile_015,train,train,train_profile_015,g1_state_space__train_profile_015__trajectory_093__seed_100093,clean_asynchronous,90.0,120.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_015/g1_state_space__train_profile_015__trajectory_093__seed_100093/clean_asynchronous/raw_dual_stream.npz,194e955e22740f969fb7caa6fe4fb1f45f76381d8b213088f238d567c6525bd2,False
g1_state_space__train_profile_015__trajectory_093__seed_100093__clean_asynchronous::context_120.000,train_profile_015,train,train,train_profile_015,g1_state_space__train_profile_015__trajectory_093__seed_100093,clean_asynchronous,120.0,150.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_015/g1_state_space__train_profile_015__trajectory_093__seed_100093/clean_asynchronous/raw_dual_stream.npz,194e955e22740f969fb7caa6fe4fb1f45f76381d8b213088f238d567c6525bd2,False
g1_state_space__train_profile_015__trajectory_094__seed_100094__clean_asynchronous::context_030.000,train_profile_015,train,train,train_profile_015,g1_state_space__train_profile_015__trajectory_094__seed_100094,clean_asynchronous,30.0,60.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_015/g1_state_space__train_profile_015__trajectory_094__seed_100094/clean_asynchronous/raw_dual_stream.npz,521365fa72abc0f7e189eb6ea61691b6213872fa4dcfbd0d5294c43e72b80b96,False
g1_state_space__train_profile_015__trajectory_094__seed_100094__clean_asynchronous::context_060.000,train_profile_015,train,train,train_profile_015,g1_state_space__train_profile_015__trajectory_094__seed_100094,clean_asynchronous,60.0,90.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_015/g1_state_space__train_profile_015__trajectory_094__seed_100094/clean_asynchronous/raw_dual_stream.npz,521365fa72abc0f7e189eb6ea61691b6213872fa4dcfbd0d5294c43e72b80b96,False
g1_state_space__train_profile_015__trajectory_094__seed_100094__clean_asynchronous::context_090.000,train_profile_015,train,train,train_profile_015,g1_state_space__train_profile_015__trajectory_094__seed_100094,clean_asynchronous,90.0,120.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_015/g1_state_space__train_profile_015__trajectory_094__seed_100094/clean_asynchronous/raw_dual_stream.npz,521365fa72abc0f7e189eb6ea61691b6213872fa4dcfbd0d5294c43e72b80b96,False
g1_state_space__train_profile_015__trajectory_094__seed_100094__clean_asynchronous::context_120.000,train_profile_015,train,train,train_profile_015,g1_state_space__train_profile_015__trajectory_094__seed_100094,clean_asynchronous,120.0,150.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_015/g1_state_space__train_profile_015__trajectory_094__seed_100094/clean_asynchronous/raw_dual_stream.npz,521365fa72abc0f7e189eb6ea61691b6213872fa4dcfbd0d5294c43e72b80b96,False
g1_state_space__train_profile_015__trajectory_095__seed_100095__clean_asynchronous::context_030.000,train_profile_015,train,train,train_profile_015,g1_state_space__train_profile_015__trajectory_095__seed_100095,clean_asynchronous,30.0,60.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_015/g1_state_space__train_profile_015__trajectory_095__seed_100095/clean_asynchronous/raw_dual_stream.npz,424d0accf4e873ef0723ff380171369879fd1681eeba7154c0d06bf5a5692ec5,False
g1_state_space__train_profile_015__trajectory_095__seed_100095__clean_asynchronous::context_060.000,train_profile_015,train,train,train_profile_015,g1_state_space__train_profile_015__trajectory_095__seed_100095,clean_asynchronous,60.0,90.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_015/g1_state_space__train_profile_015__trajectory_095__seed_100095/clean_asynchronous/raw_dual_stream.npz,424d0accf4e873ef0723ff380171369879fd1681eeba7154c0d06bf5a5692ec5,False
g1_state_space__train_profile_015__trajectory_095__seed_100095__clean_asynchronous::context_090.000,train_profile_015,train,train,train_profile_015,g1_state_space__train_profile_015__trajectory_095__seed_100095,clean_asynchronous,90.0,120.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_015/g1_state_space__train_profile_015__trajectory_095__seed_100095/clean_asynchronous/raw_dual_stream.npz,424d0accf4e873ef0723ff380171369879fd1681eeba7154c0d06bf5a5692ec5,False
g1_state_space__train_profile_015__trajectory_095__seed_100095__clean_asynchronous::context_120.000,train_profile_015,train,train,train_profile_015,g1_state_space__train_profile_015__trajectory_095__seed_100095,clean_asynchronous,120.0,150.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_015/g1_state_space__train_profile_015__trajectory_095__seed_100095/clean_asynchronous/raw_dual_stream.npz,424d0accf4e873ef0723ff380171369879fd1681eeba7154c0d06bf5a5692ec5,False
g1_state_space__validation_profile_000__trajectory_000__seed_200000__clean_asynchronous::context_030.000,validation_profile_000,validation,validation,validation_profile_000,g1_state_space__validation_profile_000__trajectory_000__seed_200000,clean_asynchronous,30.0,60.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/validation/validation_profile_000/g1_state_space__validation_profile_000__trajectory_000__seed_200000/clean_asynchronous/raw_dual_stream.npz,de86da94234435d684e015c2f05456add82036373a542825c573110a2ac28144,False
g1_state_space__validation_profile_000__trajectory_000__seed_200000__clean_asynchronous::context_060.000,validation_profile_000,validation,validation,validation_profile_000,g1_state_space__validation_profile_000__trajectory_000__seed_200000,clean_asynchronous,60.0,90.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/validation/validation_profile_000/g1_state_space__validation_profile_000__trajectory_000__seed_200000/clean_asynchronous/raw_dual_stream.npz,de86da94234435d684e015c2f05456add82036373a542825c573110a2ac28144,False
g1_state_space__validation_profile_000__trajectory_000__seed_200000__clean_asynchronous::context_090.000,validation_profile_000,validation,validation,validation_profile_000,g1_state_space__validation_profile_000__trajectory_000__seed_200000,clean_asynchronous,90.0,120.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/validation/validation_profile_000/g1_state_space__validation_profile_000__trajectory_000__seed_200000/clean_asynchronous/raw_dual_stream.npz,de86da94234435d684e015c2f05456add82036373a542825c573110a2ac28144,False
g1_state_space__validation_profile_000__trajectory_000__seed_200000__clean_asynchronous::context_120.000,validation_profile_000,validation,validation,validation_profile_000,g1_state_space__validation_profile_000__trajectory_000__seed_200000,clean_asynchronous,120.0,150.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/validation/validation_profile_000/g1_state_space__validation_profile_000__trajectory_000__seed_200000/clean_asynchronous/raw_dual_stream.npz,de86da94234435d684e015c2f05456add82036373a542825c573110a2ac28144,False
